# 브랜드 → 소분류. 업종 이름이 답을 못 주는 자리를 메운다 — 배달 플랫폼은 업종을
# 전자상거래로 등록하므로 '배달' 이라는 업종 이름이 국세청 표에 아예 없다.
#
# **회사명에는 붙이지 않는다.** 소분류 칸이 '-' 인 것이 그것이다. 카카오·애플·구글은
# 여러 업태를 겸해 하나로 정해지지 않는데, 대표 업태를 찍으면 그 브랜드 전체가
# 한꺼번에 틀린다 — '카카오' 가 멜론의 표기였을 때 카카오택시 72곳이 전부 멜론이
# 된 사고가 그것이다(brand-forms.json _howNote, 2026-08-08 운영 실측).
#
# **긴 표기를 빠뜨리지 마라.** '쿠팡' 만 넣고 '쿠팡이츠' 를 안 넣으면 배달이
# 온라인몰로 먹힌다. 빌드가 접두 충돌을 검사한다.
#
# 브랜드	소분류	안 붙이는 이유
금화왕돈까스	분식
기발한치킨	치킨
기소야	일식
기영이숯불두마리치킨	치킨
길동우동	분식
김가네	분식
김밥나라	분식
김밥천국	분식
김영모과자점	베이커리
김종용누룽지통닭	치킨
김해통닭	치킨
까치화방	커피
깐부치킨	치킨
깨돌이김밥	분식
깻잎통닭	치킨
꺼구리치킨	치킨
꼬꼬닭	치킨
꼬꼬뽀끼	치킨
꼬꼬순이	치킨
꼬꼬스토리	치킨
꼬꼬시티	치킨
꼬꼬아찌	치킨
꼬끼나와치킨	치킨
꽁시면관	중식
꽃마름	한식
꾸브라꼬	치킨
꿀마니닭강정	치킨
꿀스커피	커피
나이스파크	주차
나이키	신발
나인블럭	커피
낙원악기상가	악기
날쌘카페	커피
남다른감자탕	한식
남문떡볶이	분식
남문숯불바베큐	치킨
남문통닭	치킨
남영탉	치킨
남원통닭	치킨
네네치킨	치킨
네이버쇼핑	온라인몰
네이버페이	-	결제수단이라 업태가 아니다
네이처리퍼블릭	화장품
네파	의류
넥슨	게임
넷마블	게임
넷플릭스	구독
노랑강정	치킨
노랑통닭	치킨
노브랜드	종합소매
노브랜드버거	패스트푸드
노상치킨	치킨
노스커피	커피
노티드	베이커리
놀부옛날통닭	치킨
농가통닭	치킨
농부치킨	치킨
누구나홀딱반한닭	치킨
누리마을감자탕	한식
뉴발란스	신발
뉴숯불치킨	치킨
뉴욕보틀	커피
뉴욕통닭	치킨
니어앤디어	커피
닌텐도	게임
다가치통닭	치킨
다나와	온라인몰
다빈치커피	커피
다사랑치킨	치킨
다이닝원	양식
다이소	종합소매
닥앤돈스	치킨
달래고통닭	치킨
달리는커피	커피
달인거인통닭	치킨
달콤커피	커피
달토끼의떡볶이흡입구역	분식
닭강정공방	치킨
닭굽는마을	치킨
닭사리오	치킨
닭선보는날	치킨
담소소사골순대	한식
당근마켓	중고
당신은지금치킨이땡긴다	치킨
대구교통공사	지하철
대구통닭	치킨
대성마이맥	학원
대영옛날통닭	치킨
대웅약국	약국
대전교통공사	지하철
대창통닭	치킨
대한항공	항공
댄싱컵	커피
더맛있는족발보쌈	한식
더바스켓	치킨
더벤티	커피
더월클라이밍	스포츠시설
더착한커피	커피
더치앤빈	커피
더타코부스	외국식
더페이스샵	화장품
더플레이스	양식
더하고부대찌개	한식
던킨	베이커리
데상트	의류
데카트론	운동용품
도담치킨	치킨
도미노피자	패스트푸드
도야족발	한식
도야짬뽕	중식
도원스타일	중식
독가마숯불치킨	치킨
돈까스클럽	일식
돈치킨	치킨
동근이숯불두마리치킨	치킨
동네아저씨치킨	치킨
동대문엽기떡볶이	분식
동래통닭	치킨
동키치킨	치킨
두가지떡볶이	분식
두끼떡볶이	분식
두낫디스터브	커피
두마리구구치킨	치킨
두존치킨	치킨
둘둘치킨	치킨
둘리치킨	치킨
드렁킨타이	외국식
드마리스	양식
등뼈가	한식
등촌샤브칼국수	한식
디디씨치킨	치킨
디디치킨	치킨
디저트39	디저트
디즈니플러스	구독
디초콜릿커피앤드	커피
따릉이	공유이동
땅땅치킨	치킨
땅스부대찌개	한식
땡겨요	배달
땡큐맘치킨	치킨
떡볶당	분식
떡볶이참잘하는집	분식
떡볶이창고	분식
떳다파닭	치킨
떼루와	커피
또또닭강정	치킨
또래오래	치킨
또봉이통닭	치킨
뚜레쥬르	베이커리
뜰커피	커피
라떼떼커피	커피
라떼킹	커피
라라코스트	양식
라무진	일식
라이엇게임즈	게임
라프텔	구독
랄라블라	화장품
랑데자뷰	커피
러쉬	화장품
런던베이글뮤지엄	베이커리
레게치킨	치킨
레드포스PC	게임장
로즈버드	커피
롭스	화장품
롯데렌터카	렌터카
롯데리아	패스트푸드
롯데마트	할인점
롯데마트펫가든	반려용품
롯데백화점	백화점
롯데슈퍼	슈퍼마켓
롯데시네마	영화관
롯데월드	테마파크
롯데월드몰	백화점
롸버트치킨	치킨
룰루레몬	의류
리디	구독
리안헤어	헤어
리얼후라이	치킨
림스치킨	치킨
마노핀	커피
마담통닭	치킨
마라통닭	치킨
마시그레이	커피
마이마이치킨	치킨
마이카츠	일식
마켓컬리	새벽배송
마키노차야	양식
마파치킨	치킨
마평통닭	치킨
마포만두	분식
마후닭	치킨
만년닭강정	치킨
만랩커피	커피
만만닭강정	치킨
만수통닭	치킨
만타스시31	일식
맘스터치	패스트푸드
맛나감자탕	한식
맛닭꼬	치킨
망티커피	커피
매드포갈릭	양식
매머드커피	커피
매향통닭	치킨
맥도날드	패스트푸드
맥시칸치킨	치킨
맥켄치킨	치킨
먹깨비김밥	분식
메가마트	할인점
메가박스	영화관
메가스터디	학원
메가엠지씨커피	커피
메가옛날통닭	치킨
메디팜	약국
메리츠화재	손해보험
메이탄	중식
메콩타이	외국식
멕시카나	치킨
멕시칸치킨	치킨
멘무샤	일식
멜론	구독
멜론티켓	티켓
명가통닭	치킨
명동칼국수	한식
명륜진사갈비	한식
모나미스토어	문구
모닝글로리	문구
모던통닭	치킨
모두의주차장	주차
모두투어	여행사
모모닭강정	치킨
모모스테이크	양식
몬스터HNM커피	커피
못말리는파닭	치킨
몽중헌	중식
무공돈까스	분식
무모한초밥	일식
무봉리토종순대국	한식
무봤나촌닭	치킨
무신사	패션몰
미니스톱	편의점
미분당	외국식
미샤	화장품
미소야	일식
미슐당	일식
미스사이공	외국식
미스터피자	패스트푸드
미아리우동	분식
미즈컨테이너	양식
미카도스시	일식
밀리의서재	구독
바나프레소	커피
바니양념통닭	치킨
바다양푼이동태탕	한식
바로고	택배
바르다김선생	분식
바르미	한식
바른치킨	치킨
바리스텔라	커피
바빈스커피	커피
바우네나주곰탕	한식
바잇미	반려용품
바푸리	분식
박가부대	한식
박승철헤어스투디오	헤어
반달커피	커피
반디앤루니스	도서
반올림피자	패스트푸드
반포식스	외국식
반포치킨	치킨
발도스커피	커피
발라닭	치킨
방방파닭	치킨
방장치킨	치킨
배달의민족	배달
배스킨라빈스	디저트
백년가마솥옛날통닭	치킨
백소정	일식
백억커피	커피
버거킹	패스트푸드
벅스	구독
번개장터	중고
벌크커피	커피
베니건스	양식
베니샤프	커피
베러먼데이커피	커피
베르네닭강정	치킨
베이직프라이드치킨	치킨
베트남골목식당	외국식
베트남노상식당	외국식
벤티프레소	커피
별별치킨	치킨
보드람치킨	치킨
보배반점	중식
복고다방	커피
본스치킨	치킨
본죽	한식
본촌치킨	치킨
봄담아	한식
봉구통닭	치킨
봉명동내커피	커피
봉이치킨	치킨
봉추찜닭	한식
부릉	택배
부리나치킨	치킨
부산교통공사	지하철
부산통닭	치킨
부어치킨	치킨
부여통닭	치킨
부영통닭	치킨
부킹닷컴	숙박예약
북촌손만두	분식
불고기브라더스	한식
불로만치킨바베큐	치킨
불스떡볶이	분식
브라질리아	양식
블랙야크	의류
블루독베이비	의류
블루샥	커피
블루스퀘어	공연
블루클럽	헤어
블리자드	게임
비엔나커피하우스	커피
비트박스	커피
빅썬치킨	치킨
빈스빈스	커피
빈스앤베리즈	커피
빛고을닭강정	치킨
빽다방	커피
뽁식당	양식
뿔레치킨	치킨
사과당	커피
사나운치킨	치킨
사또치킨	치킨
사보텐	일식
사이공본가	외국식
사쿠사쿠	치킨
삼계꿀치킨	치킨
삼계닭강정	치킨
삼덕통닭	치킨
삼성디지털프라자	가전
삼성페이	-	결제수단이라 업태가 아니다
삼성화재	손해보험
삼우닭강정	치킨
삼천리	가스
삼첩분식	분식
삼통치킨	치킨
상무초밥	일식
새나라치킨	치킨
생마차	일식
생어거스틴	외국식
샤롯데씨어터	공연
샤브20	한식
샤브로21	한식
샤브르정원	한식
샤브마니아	한식
샤브쌈주머니	한식
샤브연리지	한식
샤브온당	한식
샤브올데이	한식
샤브향	한식
서가앤쿡	양식
서울교통공사	지하철
서울대공원	공원
서울도시가스	가스
서울랜드	테마파크
서울시상수도사업본부	수도
서울앵무새	커피
설빙	디저트
성심당	베이커리
세광양대창	한식
세라젬웰카페	커피
세븐일레븐	편의점
세종교통공사	지하철
세종문화회관	공연
센트럴시티	백화점
셀렉토커피	커피
소담촌	한식
소담치킨	치킨
소문난왕족발	한식
소코아	일식
속초할매닭강정	치킨
솜리치킨	치킨
송담추어탕	한식
송엘림치킨	치킨
송우리닭공장	치킨
수랏간닭강정	치킨
수세프치킨	치킨
수원왕갈비통닭	치킨
수유리우동집	분식
순남시래기	한식
순대실록	한식
순살로31	치킨
순살만공격	치킨
순살몬스터	치킨
순수치킨	치킨
숯불에닭	한식
쉐프의부대찌개	한식
슈퍼커피	커피
스노우피크	운동용품
스마일게이트	게임
스모프양념통닭	치킨
스시990	일식
스시노백쉐프	일식
스윙	공유이동
스퀘어가든	커피
스타벅스	커피
스텔라떡볶이	분식
스팀	게임
스파오	의류
스포애니	헬스
스포츠몬스터	스포츠시설
스포티파이	구독
슬립리스인시애틀	커피
시그니처1	커피
시설공단	지하철
시원스쿨	학원
신당동떡볶이	분식
신마포갈매기	한식
신머이쌀국수	외국식
신선설농탕	한식
신세계백화점	백화점
신의주찹쌀순대	한식
신이내린닭	치킨
신전떡볶이	분식
신참떡볶이	분식
신통치킨	치킨
신포닭강정	치킨
신포야채치킨	치킨
신포참닭강정	치킨
싸다김밥	분식
싸움의고수	한식
쌀쌀맞은닭	치킨
쌀을품은닭	치킨
쌀통닭	치킨
써브웨이	패스트푸드
썬더치킨	치킨
쏘카	렌터카
쏘커피	커피
쑝쑝돈까스	일식
쓰리엑스라지커피	커피
씨네Q	영화관
씽씽	공유이동
아가방	의류
아고다	숙박예약
아디다스	신발
아라치치킨	치킨
아리따움	화장품
아마노코리아	주차
아마스빈	디저트
아마존	온라인몰
아비꼬카레	일식
아시아나항공	항공
아옛날통닭	치킨
아웃닭	치킨
아웃백스테이크하우스	양식
아이더	의류
아이캔커피	커피
아임일리터	커피
아트박스	문구
아틀리에빈	커피
아티제	커피
안심치킨	치킨
알라딘	도서
알리익스프레스	온라인몰
알통떡강정	치킨
알파문구	문구
알파카	공유이동
암바치킨	치킨
암사닭강정	치킨
압구정볶는커피	커피
애니타임피트니스	헬스
애슐리	양식
애플	-	여러 업태를 겸해 소분류가 안 정해진다
애플앱스토어	앱마켓
애플티비플러스	구독
야나두	학원
야놀자	숙박예약
야들리에	치킨
야채통닭	치킨
얌샘김밥	분식
양계장집아들	치킨
양동통닭	치킨
양양닭강정	치킨
양파닭의전설	치킨
어린이대공원	공원
어바웃펫	반려용품
어벤더치커피	커피
어오케이커피	커피
언양닭칼국수	한식
에디슨치킨	치킨
에뛰드	화장품
에머이	외국식
에버랜드	테마파크
에어부산	항공
에어비앤비	숙박예약
에어서울	항공
에이바우트커피	커피
에이블리	패션몰
에이치앤엠	의류
에잇세컨즈	의류
에픽게임즈	게임
엔씨소프트	게임
엔제리너스	커피
엔칙스치킨	치킨
여기어때	숙박예약
역전우동0410	분식
역전할머니맥주	주점
연안식당	한식
영계소문	치킨
영구네양념통닭	치킨
영양센타	치킨
영커피	커피
영풍문고	도서
영풍치킨	치킨
예술의전당	공연
예스24	도서
예스24공연	티켓
예향닭강정	치킨
오가다	커피
오거치킨	치킨
오늘의집	인테리어
오늘통닭	치킨
오니기리와이규동	일식
오모가리김치찌개	한식
오므토토마토	일식
오발탄	한식
오복통닭	치킨
오부장치킨	치킨
오븐마루	치킨
오븐에꾸운닭	치킨
오븐에빠진닭	치킨
오빠통닭	치킨
오슬로우커피	커피
오유미당	일식
오태식해바라기치킨	치킨
옥션	온라인몰
온누리약국	약국
온다택시	택시
온더보더	양식
올리브영	화장품
올리앤	양식
와드커피	커피
와이블랙	커피
와플반트	커피
왓챠	구독
왕천파닭	치킨
요거프레소	디저트
요기요	배달
용성통닭	치킨
용우동	분식
용천통닭	치킨
우주라이크커피	커피
우지커피	커피
우쿠야	일식
우티	택시
울산교통공사	지하철
울통치킨	치킨
원스토어	앱마켓
원유로스페셜티	커피
원조마늘통닭	치킨
원조신포닭강정	치킨
원주통닭	치킨
원카츠	일식
원할머니보쌈족발	한식
월미당	외국식
웨이브	구독
웰덤치킨	치킨
위드치킨	치킨
위메프	온라인몰
윌라	구독
유니클로	의류
유튜브프리미엄	구독
육수당	한식
육쌈냉면	한식
육회바른연어	한식
읍천리382	커피
응급실국물떡볶이	분식
의령소바	한식
의정부통닭	치킨
이니스프리	화장품
이디야커피	커피
이리온	수의
이마트	할인점
이마트24	편의점
이마트에브리데이	슈퍼마켓
이바돔감자탕	한식
이비가짬뽕	중식
이비카드	-	충전은 교통이지만 편의점 결제도 된다
이삭토스트	패스트푸드
이서방양념치킨	치킨
이우철한방누룽지삼계탕	한식
이자와	일식
이지티켓	티켓
이철헤어커커	헤어
이춘봉인생치킨	치킨
이투스	학원
인생닭강정	치킨
인정후라이드	치킨
인천교통공사	지하철
인카페	커피
인터파크	-	여러 업태를 겸해 소분류가 안 정해진다
인터파크투어	여행사
인터파크티켓	티켓
인프런	학원
일공공샤브	한식
일리카페	커피
자담치킨	치킨
자라	의류
자스민커피	커피
자연별곡	한식
잠바주스	디저트
장모님치킨	치킨
장수통닭	치킨
장안통닭	치킨
장충동왕족발	한식
장터옛날통닭	치킨
전광수커피하우스	커피
전농닭강정	치킨
전북교통공사	지하철
전설의치킨	치킨
전자랜드	가전
전주현대옥	한식
전티마이베트남쌀국수	외국식
정석닭강정	치킨
정성본	한식
정월당치킨	치킨
제로카페	커피
제주교통공사	지하철
제주은희네해장국	한식
제주쾅쾅돈가스	분식
제주항공	항공
젠틀닭	치킨
조개창고	한식
조마루감자탕	한식
조선의옛날통닭	치킨
조선치킨	치킨
족발야시장	한식
종로김밥	분식
종로통닭	치킨
죠스떡볶이	분식
주커피	커피
준오헤어	헤어
중고나라	중고
중화가정	중식
지그재그	패션몰
지니뮤직	구독
지오다노	의류
지코바치킨	치킨
지쿠터	공유이동
지호한방삼계탕	한식
진미종로통닭	치킨
진미통닭	치킨
진에어	항공
진주통닭	치킨
짐보리	의류
징기스	일식
징키스칸치킨	치킨
짬뽕지존	중식
짬뽕타임	중식
짱닭치킨	치킨
짱오락실	오락실
쭈노치킨가게	치킨
쮸커커피	커피
찬미치킨	치킨
참이맛감자탕	한식
참참치킨	치킨
채선당	한식
챗지피티플러스	구독
처갓집양념치킨	치킨
청년다방	분식
청년숯불두마리치킨	치킨
청년치킨	치킨
청담동샤브	한식
청솔로9	커피
청진동해장국	한식
초량통닭	치킨
최고당돈가스	일식
충만치킨	치킨
충청교통공사	지하철
치르메스치킨	치킨
치르치르	치킨
치맥킹	치킨
치몬치킨	치킨
치순이통닭	치킨
치요남치킨	치킨
치코파닭	치킨
치킨갱스터	치킨
치킨고래	치킨
치킨공장	치킨
치킨극장	치킨
치킨나라	치킨
치킨대장	치킨
치킨더홈	치킨
치킨마루	치킨
치킨매니아	치킨
치킨멤버	치킨
치킨버스	치킨
치킨빡스	치킨
치킨사냥	치킨
치킨살롱	치킨
치킨생각	치킨
치킨선생	치킨
치킨스톰	치킨
치킨신드롬	치킨
치킨아이	치킨
치킨의민족	치킨
치킨이남달라	치킨
치킨인더키친	치킨
치킨인류	치킨
치킨주막	치킨
치킨파머스	치킨
치킨파티	치킨
치킨플러스	치킨
치킨히어로	치킨
칠리노	커피
칠분통닭	치킨
칠성통닭	치킨
칠칠켄터키	치킨
카로스치킨	치킨
카우보이	치킨
카카오	-	여러 업태를 겸해 소분류가 안 정해진다
카카오T	택시
카카오T바이크	공유이동
카카오게임즈	게임
카카오페이	-	결제수단이라 업태가 아니다
카카오페이손해보험	손해보험
카쿠레가	일식
카페051	커피
카페게이트	커피
카페네스카페	커피
카페드로잉	커피
카페드롭탑	커피
카페디아떼	커피
카페띠아모	커피
카페루앤비	커피
카페마마스	커피
카페마일로	커피
카페미뇽	커피
카페베네	커피
카페봄봄	커피
카페아모제	커피
카페에스파니	커피
카페엘가	커피
카페인중독	커피
카페일리터	커피
카페일분	커피
카페자스	커피
카페진리	커피
카페천국	커피
카페코지	커피
카페희다	커피
칸칸두마리치킨	치킨
캐리비안베이	테마파크
캐시비	-	충전은 교통이지만 편의점 결제도 된다
캔다방	커피
캔버스	커피
커맨드커피	커피
커브스	헬스
커스텀커피	커피
커피니	커피
커피리브레	커피
커피마마	커피
커피명가	커피
커피베이	커피
커피볶는시골커피	커피
커피빈	커피
커피스트릿	커피
커피앤번	커피
커피에반하다	커피
커피온리	커피
커피와사람들	커피
커핀그루나루	커피
컬투치킨	치킨
컴포즈커피	커피
컴퓨존	컴퓨터
케냐에스프레소	커피
코레일관광개발	-	관광열차와 역사 내 카페를 함께 운영해 업태가 정해지지 않는다
코레일유통	편의점
코리안바베큐	치킨
코리엔탈깻잎두마리치킨	치킨
코바코	일식
코버스	버스
코베아	운동용품
코스트코	할인점
코원에너지서비스	가스
코지하우스	양식
코코로벤또	일식
코코스퀘어	온라인몰
코코이찌방야	일식
코페아커피	커피
콩꼬물	디저트
콩닥콩닭	치킨
쿠우쿠우	양식
쿠카쿠	커피
쿠팡	온라인몰
쿠팡이츠	배달
쿠팡플레이	구독
크래프톤	게임
크레이저커피	커피
크로플각	커피
크치치킨	치킨
큰맘할매순대국	한식
클래스101	학원
키다리치킨	치킨
킥고잉	공유이동
킹스타치킨	치킨
킹콩부대찌개	한식
킹프레소	커피
타이거슈가	디저트
탐앤탐스	커피
탑텐	의류
태권치킨	치킨
택이네조개전골	한식
터치카페	커피
테라로사	커피
테라커피	커피
테무	온라인몰
텍사스로드하우스	양식
텐바이텐	문구
텐퍼센트커피	커피
토니모리	화장품
토다이	양식
토스	-	결제수단이라 업태가 아니다
토이저러스	완구
토프레소	커피
통통치킨	치킨
투다리	주점
투마리치킨	치킨
투썸플레이스	커피
투존치킨	치킨
투파인드피터	양식
튀김장인	치킨
트레이더스	할인점
트립닷컴	여행사
틈새라면	분식
티머니	-	충전은 교통이지만 편의점 결제도 된다
티머니버스	버스
티머니시외버스	버스
티머니지하철	지하철
티머니택시	택시
티몬	온라인몰
티바두마리치킨	치킨
티빙	구독
티웨이브	-	상품권 판매점이라 업태가 정해지지 않는다
티웨이항공	항공
티켓링크	티켓
티타임	커피
파란만잔	커피
파리바게뜨	베이커리
파리크라상	-	파리바게뜨·파스쿠찌를 함께 운영해 업태가 정해지지 않는다
파빌리온	양식
파스쿠찌	커피
파킹클라우드	주차
파파존스	패스트푸드
팔도통닭	치킨
팔복통닭	치킨
패스트캠퍼스	학원
팬도로시	커피
펄어비스	게임
페리카나	치킨
페이코	-	결제수단이라 업태가 아니다
펫박스	반려용품
펫프렌즈	반려용품
평이담백뼈칼국수	한식
평정닭강정	치킨
포래즈	의류
포마토김밥	분식
포메인	외국식
포베이	외국식
포스코와이드	주차
포트캔커피	커피
폴바셋	커피
퐁치커피익스프레스	커피
푸라닭	치킨
프랭크버거	패스트푸드
프렌치커피	커피
프롤로그	커피
플레이스테이션스토어	게임
플로	구독
피니치니	치킨
피자마루	패스트푸드
피자몰	패스트푸드
피자스쿨	패스트푸드
피자알볼로	패스트푸드
피자헛	패스트푸드
피치타임	치킨
픽스치킨	치킨
하나로마트	슈퍼마켓
하나손해보험	손해보험
하나옛날통닭	치킨
하나투어	여행사
하남돼지집	한식
하루야	일식
하루엔소쿠	일식
하바나익스프레스	커피
하삼동커피	커피
하이마트	가전
하이오커피	커피
하이즈커피	커피
하이파킹	주차
하코야	일식
한국도로공사	통행료
한국전력공사	전기
한국철도공사	철도
한국통닭	치킨
한방전주콩나물국밥	한식
한성치킨	치킨
한솥도시락	한식
한스델리	양식
한촌설렁탕	한식
할리스	커피
함흥통닭	치킨
핫썬치킨	치킨
핫트랙스	도서
해두리치킨	치킨
해리스카페	커피
해쉬커피	커피
해피랜드	의류
핸즈업	커피
핸즈커피	커피
햇살치킨	치킨
행복치킨	치킨
허갈닭강정	치킨
헬로모바일	통신
헬리녹스	운동용품
혁계치킨	치킨
현대백화점	백화점
현대오일뱅크	주유
현대해상	손해보험
현풍닭칼국수	한식
호랑이쌀국수	외국식
호식이두마리치킨	치킨
호아빈	외국식
호앙비엣	외국식
호치킨	치킨
호텔스컴바인	숙박예약
혼다라멘	일식
홀썸치킨	치킨
홈플러스	할인점
홈플러스익스프레스	슈퍼마켓
홍대쌀국수	외국식
홍익돈까스	일식
홍짜장	중식
홍호아	외국식
홍희통닭	치킨
화락바베큐치킨	치킨
화신바베큐	치킨
황궁쟁반짜장	중식
황금코다리	한식
효도치킨	치킨
후라이드바삭킹	치킨
후라이드참잘하는집	치킨
훌랄라숯불치킨	치킨
히노아지	일식
히동이치킨	치킨
히어로보드게임카페	오락실
힘이나는커피생활	커피
